trade_date,trade_status,day_week
2008-08-07,1,5
2008-08-08,1,6
2008-08-09,0,7
2008-08-10,0,1
2008-08-11,1,2
2008-08-12,1,3
2008-08-13,1,4
2008-08-14,1,5
2008-08-15,1,6
2008-08-16,0,7
2008-08-17,0,1
2008-08-18,1,2
2008-08-19,1,3
2008-08-20,1,4
2008-08-21,1,5
2008-08-22,1,6
2008-08-23,0,7
2008-08-24,0,1
2008-08-25,1,2
2008-08-26,1,3
2008-08-27,1,4
2008-08-28,1,5
2008-08-29,1,6
2008-08-30,0,7
2008-08-31,0,1
2008-09-01,1,2
2008-09-02,1,3
2008-09-03,1,4
2008-09-04,1,5
2008-09-05,1,6
2008-09-06,0,7
2008-09-07,0,1
2008-09-08,1,2
2008-09-09,1,3
2008-09-10,1,4
2008-09-11,1,5
2008-09-12,1,6
2008-09-13,0,7
2008-09-14,0,1
2008-09-15,0,2
2008-09-16,1,3
2008-09-17,1,4
2008-09-18,1,5
2008-09-19,1,6
2008-09-20,0,7
2008-09-21,0,1
2008-09-22,1,2
2008-09-23,1,3
2008-09-24,1,4
2008-09-25,1,5
2008-09-26,1,6
2008-09-27,0,7
2008-09-28,0,1
2008-09-29,0,2
2008-09-30,0,3
2008-10-01,0,4
2008-10-02,0,5
2008-10-03,0,6
2008-10-04,0,7
2008-10-05,0,1
2008-10-06,1,2
2008-10-07,1,3
2008-10-08,1,4
2008-10-09,1,5
2008-10-10,1,6
2008-10-11,0,7
2008-10-12,0,1
2008-10-13,1,2
2008-10-14,1,3
2008-10-15,1,4
2008-10-16,1,5
2008-10-17,1,6
2008-10-18,0,7
2008-10-19,0,1
2008-10-20,1,2
2008-10-21,1,3
2008-10-22,1,4
2008-10-23,1,5
2008-10-24,1,6
2008-10-25,0,7
2008-10-26,0,1
2008-10-27,1,2
2008-10-28,1,3
2008-10-29,1,4
2008-10-30,1,5
2008-10-31,1,6
2008-11-01,0,7
2008-11-02,0,1
2008-11-03,1,2
2008-11-04,1,3
2008-11-05,1,4
2008-11-06,1,5
2008-11-07,1,6
2008-11-08,0,7
2008-11-09,0,1
2008-11-10,1,2
2008-11-11,1,3
2008-11-12,1,4
2008-11-13,1,5
2008-11-14,1,6
2008-11-15,0,7
2008-11-16,0,1
2008-11-17,1,2
2008-11-18,1,3
2008-11-19,1,4
2008-11-20,1,5
2008-11-21,1,6
2008-11-22,0,7
2008-11-23,0,1
2008-11-24,1,2
2008-11-25,1,3
2008-11-26,1,4
2008-11-27,1,5
2008-11-28,1,6
2008-11-29,0,7
2008-11-30,0,1
2008-12-01,1,2
2008-12-02,1,3
2008-12-03,1,4
2008-12-04,1,5
2008-12-05,1,6
2008-12-06,0,7
2008-12-07,0,1
2008-12-08,1,2
2008-12-09,1,3
2008-12-10,1,4
2008-12-11,1,5
2008-12-12,1,6
2008-12-13,0,7
2008-12-14,0,1
2008-12-15,1,2
2008-12-16,1,3
2008-12-17,1,4
2008-12-18,1,5
2008-12-19,1,6
2008-12-20,0,7
2008-12-21,0,1
2008-12-22,1,2
2008-12-23,1,3
2008-12-24,1,4
2008-12-25,1,5
2008-12-26,1,6
2008-12-27,0,7
2008-12-28,0,1
2008-12-29,1,2
2008-12-30,1,3
2008-12-31,1,4
