trade_date,trade_status,day_week
2014-05-11,0,1
2014-05-12,1,2
2014-05-13,1,3
2014-05-14,1,4
2014-05-15,1,5
2014-05-16,1,6
2014-05-17,0,7
2014-05-18,0,1
2014-05-19,1,2
2014-05-20,1,3
2014-05-21,1,4
2014-05-22,1,5
2014-05-23,1,6
2014-05-24,0,7
2014-05-25,0,1
2014-05-26,1,2
2014-05-27,1,3
2014-05-28,1,4
2014-05-29,1,5
2014-05-30,1,6
2014-05-31,0,7
2014-06-01,0,1
2014-06-02,0,2
2014-06-03,1,3
2014-06-04,1,4
2014-06-05,1,5
2014-06-06,1,6
2014-06-07,0,7
2014-06-08,0,1
2014-06-09,1,2
2014-06-10,1,3
2014-06-11,1,4
2014-06-12,1,5
2014-06-13,1,6
2014-06-14,0,7
2014-06-15,0,1
2014-06-16,1,2
2014-06-17,1,3
2014-06-18,1,4
2014-06-19,1,5
2014-06-20,1,6
2014-06-21,0,7
2014-06-22,0,1
2014-06-23,1,2
2014-06-24,1,3
2014-06-25,1,4
2014-06-26,1,5
2014-06-27,1,6
2014-06-28,0,7
2014-06-29,0,1
2014-06-30,1,2
2014-07-01,1,3
2014-07-02,1,4
2014-07-03,1,5
2014-07-04,1,6
2014-07-05,0,7
2014-07-06,0,1
2014-07-07,1,2
2014-07-08,1,3
2014-07-09,1,4
2014-07-10,1,5
2014-07-11,1,6
2014-07-12,0,7
2014-07-13,0,1
2014-07-14,1,2
2014-07-15,1,3
2014-07-16,1,4
2014-07-17,1,5
2014-07-18,1,6
2014-07-19,0,7
2014-07-20,0,1
2014-07-21,1,2
2014-07-22,1,3
2014-07-23,1,4
2014-07-24,1,5
2014-07-25,1,6
2014-07-26,0,7
2014-07-27,0,1
2014-07-28,1,2
2014-07-29,1,3
2014-07-30,1,4
2014-07-31,1,5
2014-08-01,1,6
2014-08-02,0,7
2014-08-03,0,1
2014-08-04,1,2
2014-08-05,1,3
2014-08-06,1,4
2014-08-07,1,5
2014-08-08,1,6
2014-08-09,0,7
2014-08-10,0,1
2014-08-11,1,2
2014-08-12,1,3
2014-08-13,1,4
2014-08-14,1,5
2014-08-15,1,6
2014-08-16,0,7
2014-08-17,0,1
2014-08-18,1,2
2014-08-19,1,3
2014-08-20,1,4
2014-08-21,1,5
2014-08-22,1,6
2014-08-23,0,7
2014-08-24,0,1
2014-08-25,1,2
2014-08-26,1,3
2014-08-27,1,4
2014-08-28,1,5
2014-08-29,1,6
2014-08-30,0,7
2014-08-31,0,1
2014-09-01,1,2
2014-09-02,1,3
2014-09-03,1,4
2014-09-04,1,5
2014-09-05,1,6
2014-09-06,0,7
2014-09-07,0,1
2014-09-08,0,2
2014-09-09,1,3
2014-09-10,1,4
2014-09-11,1,5
2014-09-12,1,6
2014-09-13,0,7
2014-09-14,0,1
2014-09-15,1,2
2014-09-16,1,3
2014-09-17,1,4
2014-09-18,1,5
2014-09-19,1,6
2014-09-20,0,7
2014-09-21,0,1
2014-09-22,1,2
2014-09-23,1,3
2014-09-24,1,4
2014-09-25,1,5
2014-09-26,1,6
2014-09-27,0,7
2014-09-28,0,1
2014-09-29,1,2
2014-09-30,1,3
2014-10-01,0,4
2014-10-02,0,5
2014-10-03,0,6
2014-10-04,0,7
2014-10-05,0,1
2014-10-06,0,2
2014-10-07,0,3
2014-10-08,1,4
2014-10-09,1,5
2014-10-10,1,6
2014-10-11,0,7
2014-10-12,0,1
2014-10-13,1,2
2014-10-14,1,3
2014-10-15,1,4
2014-10-16,1,5
2014-10-17,1,6
2014-10-18,0,7
2014-10-19,0,1
2014-10-20,1,2
2014-10-21,1,3
2014-10-22,1,4
2014-10-23,1,5
2014-10-24,1,6
2014-10-25,0,7
2014-10-26,0,1
2014-10-27,1,2
2014-10-28,1,3
2014-10-29,1,4
2014-10-30,1,5
2014-10-31,1,6
2014-11-01,0,7
2014-11-02,0,1
2014-11-03,1,2
2014-11-04,1,3
2014-11-05,1,4
2014-11-06,1,5
2014-11-07,1,6
2014-11-08,0,7
2014-11-09,0,1
2014-11-10,1,2
2014-11-11,1,3
2014-11-12,1,4
2014-11-13,1,5
2014-11-14,1,6
2014-11-15,0,7
2014-11-16,0,1
2014-11-17,1,2
2014-11-18,1,3
2014-11-19,1,4
2014-11-20,1,5
2014-11-21,1,6
2014-11-22,0,7
2014-11-23,0,1
2014-11-24,1,2
2014-11-25,1,3
2014-11-26,1,4
2014-11-27,1,5
2014-11-28,1,6
2014-11-29,0,7
2014-11-30,0,1
2014-12-01,1,2
2014-12-02,1,3
2014-12-03,1,4
2014-12-04,1,5
2014-12-05,1,6
2014-12-06,0,7
2014-12-07,0,1
2014-12-08,1,2
2014-12-09,1,3
2014-12-10,1,4
2014-12-11,1,5
2014-12-12,1,6
2014-12-13,0,7
2014-12-14,0,1
2014-12-15,1,2
2014-12-16,1,3
2014-12-17,1,4
2014-12-18,1,5
2014-12-19,1,6
2014-12-20,0,7
2014-12-21,0,1
2014-12-22,1,2
2014-12-23,1,3
2014-12-24,1,4
2014-12-25,1,5
2014-12-26,1,6
2014-12-27,0,7
2014-12-28,0,1
2014-12-29,1,2
2014-12-30,1,3
2014-12-31,1,4
