trade_date,trade_status,day_week
2009-10-29,1,5
2009-10-30,1,6
2009-10-31,0,7
2009-11-01,0,1
2009-11-02,1,2
2009-11-03,1,3
2009-11-04,1,4
2009-11-05,1,5
2009-11-06,1,6
2009-11-07,0,7
2009-11-08,0,1
2009-11-09,1,2
2009-11-10,1,3
2009-11-11,1,4
2009-11-12,1,5
2009-11-13,1,6
2009-11-14,0,7
2009-11-15,0,1
2009-11-16,1,2
2009-11-17,1,3
2009-11-18,1,4
2009-11-19,1,5
2009-11-20,1,6
2009-11-21,0,7
2009-11-22,0,1
2009-11-23,1,2
2009-11-24,1,3
2009-11-25,1,4
2009-11-26,1,5
2009-11-27,1,6
2009-11-28,0,7
2009-11-29,0,1
2009-11-30,1,2
2009-12-01,1,3
2009-12-02,1,4
2009-12-03,1,5
2009-12-04,1,6
2009-12-05,0,7
2009-12-06,0,1
2009-12-07,1,2
2009-12-08,1,3
2009-12-09,1,4
2009-12-10,1,5
2009-12-11,1,6
2009-12-12,0,7
2009-12-13,0,1
2009-12-14,1,2
2009-12-15,1,3
2009-12-16,1,4
2009-12-17,1,5
2009-12-18,1,6
2009-12-19,0,7
2009-12-20,0,1
2009-12-21,1,2
2009-12-22,1,3
2009-12-23,1,4
2009-12-24,1,5
2009-12-25,1,6
2009-12-26,0,7
2009-12-27,0,1
2009-12-28,1,2
2009-12-29,1,3
2009-12-30,1,4
2009-12-31,1,5
