trade_date,trade_status,day_week
2011-11-09,1,4
2011-11-10,1,5
2011-11-11,1,6
2011-11-12,0,7
2011-11-13,0,1
2011-11-14,1,2
2011-11-15,1,3
2011-11-16,1,4
2011-11-17,1,5
2011-11-18,1,6
2011-11-19,0,7
2011-11-20,0,1
2011-11-21,1,2
2011-11-22,1,3
2011-11-23,1,4
2011-11-24,1,5
2011-11-25,1,6
2011-11-26,0,7
2011-11-27,0,1
2011-11-28,1,2
2011-11-29,1,3
2011-11-30,1,4
2011-12-01,1,5
2011-12-02,1,6
2011-12-03,0,7
2011-12-04,0,1
2011-12-05,1,2
2011-12-06,1,3
2011-12-07,1,4
2011-12-08,1,5
2011-12-09,1,6
2011-12-10,0,7
2011-12-11,0,1
2011-12-12,1,2
2011-12-13,1,3
2011-12-14,1,4
2011-12-15,1,5
2011-12-16,1,6
2011-12-17,0,7
2011-12-18,0,1
2011-12-19,1,2
2011-12-20,1,3
2011-12-21,1,4
2011-12-22,1,5
2011-12-23,1,6
2011-12-24,0,7
2011-12-25,0,1
2011-12-26,1,2
2011-12-27,1,3
2011-12-28,1,4
2011-12-29,1,5
2011-12-30,1,6
2011-12-31,0,7
