trade_date,trade_status,day_week
2010-01-01,0,6
2010-01-02,0,7
2010-01-03,0,1
2010-01-04,1,2
2010-01-05,1,3
2010-01-06,1,4
2010-01-07,1,5
2010-01-08,1,6
2010-01-09,0,7
2010-01-10,0,1
2010-01-11,1,2
2010-01-12,1,3
2010-01-13,1,4
2010-01-14,1,5
2010-01-15,1,6
2010-01-16,0,7
2010-01-17,0,1
2010-01-18,1,2
2010-01-19,1,3
2010-01-20,1,4
2010-01-21,1,5
2010-01-22,1,6
2010-01-23,0,7
2010-01-24,0,1
2010-01-25,1,2
2010-01-26,1,3
2010-01-27,1,4
2010-01-28,1,5
2010-01-29,1,6
2010-01-30,0,7
2010-01-31,0,1
2010-02-01,1,2
2010-02-02,1,3
2010-02-03,1,4
2010-02-04,1,5
2010-02-05,1,6
2010-02-06,0,7
2010-02-07,0,1
2010-02-08,1,2
2010-02-09,1,3
2010-02-10,1,4
2010-02-11,1,5
2010-02-12,1,6
2010-02-13,0,7
2010-02-14,0,1
2010-02-15,0,2
2010-02-16,0,3
2010-02-17,0,4
2010-02-18,0,5
2010-02-19,0,6
2010-02-20,0,7
2010-02-21,0,1
2010-02-22,1,2
2010-02-23,1,3
2010-02-24,1,4
2010-02-25,1,5
2010-02-26,1,6
2010-02-27,0,7
2010-02-28,0,1
2010-03-01,1,2
2010-03-02,1,3
2010-03-03,1,4
2010-03-04,1,5
2010-03-05,1,6
2010-03-06,0,7
2010-03-07,0,1
2010-03-08,1,2
2010-03-09,1,3
2010-03-10,1,4
2010-03-11,1,5
2010-03-12,1,6
2010-03-13,0,7
2010-03-14,0,1
2010-03-15,1,2
2010-03-16,1,3
2010-03-17,1,4
2010-03-18,1,5
2010-03-19,1,6
2010-03-20,0,7
2010-03-21,0,1
2010-03-22,1,2
2010-03-23,1,3
2010-03-24,1,4
2010-03-25,1,5
2010-03-26,1,6
2010-03-27,0,7
2010-03-28,0,1
2010-03-29,1,2
2010-03-30,1,3
2010-03-31,1,4
2010-04-01,1,5
2010-04-02,1,6
2010-04-03,0,7
2010-04-04,0,1
2010-04-05,0,2
2010-04-06,1,3
2010-04-07,1,4
2010-04-08,1,5
2010-04-09,1,6
2010-04-10,0,7
2010-04-11,0,1
2010-04-12,1,2
2010-04-13,1,3
2010-04-14,1,4
2010-04-15,1,5
2010-04-16,1,6
2010-04-17,0,7
2010-04-18,0,1
2010-04-19,1,2
2010-04-20,1,3
2010-04-21,1,4
2010-04-22,1,5
2010-04-23,1,6
2010-04-24,0,7
2010-04-25,0,1
2010-04-26,1,2
2010-04-27,1,3
2010-04-28,1,4
2010-04-29,1,5
2010-04-30,1,6
2010-05-01,0,7
2010-05-02,0,1
2010-05-03,0,2
2010-05-04,1,3
2010-05-05,1,4
2010-05-06,1,5
2010-05-07,1,6
2010-05-08,0,7
2010-05-09,0,1
2010-05-10,1,2
2010-05-11,1,3
2010-05-12,1,4
2010-05-13,1,5
2010-05-14,1,6
2010-05-15,0,7
2010-05-16,0,1
2010-05-17,1,2
2010-05-18,1,3
2010-05-19,1,4
2010-05-20,1,5
2010-05-21,1,6
2010-05-22,0,7
2010-05-23,0,1
2010-05-24,1,2
2010-05-25,1,3
2010-05-26,1,4
2010-05-27,1,5
2010-05-28,1,6
2010-05-29,0,7
2010-05-30,0,1
2010-05-31,1,2
2010-06-01,1,3
2010-06-02,1,4
2010-06-03,1,5
2010-06-04,1,6
2010-06-05,0,7
2010-06-06,0,1
2010-06-07,1,2
2010-06-08,1,3
2010-06-09,1,4
2010-06-10,1,5
2010-06-11,1,6
2010-06-12,0,7
2010-06-13,0,1
2010-06-14,0,2
2010-06-15,0,3
2010-06-16,0,4
2010-06-17,1,5
2010-06-18,1,6
2010-06-19,0,7
2010-06-20,0,1
2010-06-21,1,2
2010-06-22,1,3
2010-06-23,1,4
2010-06-24,1,5
2010-06-25,1,6
2010-06-26,0,7
2010-06-27,0,1
2010-06-28,1,2
2010-06-29,1,3
2010-06-30,1,4
2010-07-01,1,5
2010-07-02,1,6
2010-07-03,0,7
2010-07-04,0,1
2010-07-05,1,2
2010-07-06,1,3
2010-07-07,1,4
2010-07-08,1,5
2010-07-09,1,6
2010-07-10,0,7
2010-07-11,0,1
2010-07-12,1,2
2010-07-13,1,3
2010-07-14,1,4
2010-07-15,1,5
2010-07-16,1,6
2010-07-17,0,7
2010-07-18,0,1
2010-07-19,1,2
2010-07-20,1,3
2010-07-21,1,4
2010-07-22,1,5
2010-07-23,1,6
2010-07-24,0,7
2010-07-25,0,1
2010-07-26,1,2
2010-07-27,1,3
2010-07-28,1,4
2010-07-29,1,5
2010-07-30,1,6
2010-07-31,0,7
2010-08-01,0,1
2010-08-02,1,2
2010-08-03,1,3
2010-08-04,1,4
2010-08-05,1,5
2010-08-06,1,6
2010-08-07,0,7
2010-08-08,0,1
2010-08-09,1,2
2010-08-10,1,3
2010-08-11,1,4
2010-08-12,1,5
2010-08-13,1,6
2010-08-14,0,7
2010-08-15,0,1
2010-08-16,1,2
2010-08-17,1,3
2010-08-18,1,4
2010-08-19,1,5
2010-08-20,1,6
2010-08-21,0,7
2010-08-22,0,1
2010-08-23,1,2
2010-08-24,1,3
2010-08-25,1,4
2010-08-26,1,5
2010-08-27,1,6
2010-08-28,0,7
2010-08-29,0,1
2010-08-30,1,2
2010-08-31,1,3
2010-09-01,1,4
2010-09-02,1,5
2010-09-03,1,6
2010-09-04,0,7
2010-09-05,0,1
2010-09-06,1,2
2010-09-07,1,3
2010-09-08,1,4
2010-09-09,1,5
2010-09-10,1,6
2010-09-11,0,7
2010-09-12,0,1
2010-09-13,1,2
2010-09-14,1,3
2010-09-15,1,4
2010-09-16,1,5
2010-09-17,1,6
2010-09-18,0,7
2010-09-19,0,1
2010-09-20,1,2
2010-09-21,1,3
2010-09-22,0,4
2010-09-23,0,5
2010-09-24,0,6
2010-09-25,0,7
2010-09-26,0,1
2010-09-27,1,2
2010-09-28,1,3
2010-09-29,1,4
2010-09-30,1,5
2010-10-01,0,6
2010-10-02,0,7
2010-10-03,0,1
2010-10-04,0,2
2010-10-05,0,3
2010-10-06,0,4
2010-10-07,0,5
2010-10-08,1,6
2010-10-09,0,7
2010-10-10,0,1
2010-10-11,1,2
2010-10-12,1,3
2010-10-13,1,4
2010-10-14,1,5
2010-10-15,1,6
2010-10-16,0,7
2010-10-17,0,1
2010-10-18,1,2
2010-10-19,1,3
2010-10-20,1,4
2010-10-21,1,5
2010-10-22,1,6
2010-10-23,0,7
2010-10-24,0,1
2010-10-25,1,2
2010-10-26,1,3
2010-10-27,1,4
2010-10-28,1,5
2010-10-29,1,6
2010-10-30,0,7
2010-10-31,0,1
2010-11-01,1,2
2010-11-02,1,3
2010-11-03,1,4
2010-11-04,1,5
2010-11-05,1,6
2010-11-06,0,7
2010-11-07,0,1
2010-11-08,1,2
2010-11-09,1,3
2010-11-10,1,4
2010-11-11,1,5
2010-11-12,1,6
2010-11-13,0,7
2010-11-14,0,1
2010-11-15,1,2
2010-11-16,1,3
2010-11-17,1,4
2010-11-18,1,5
2010-11-19,1,6
2010-11-20,0,7
2010-11-21,0,1
2010-11-22,1,2
2010-11-23,1,3
2010-11-24,1,4
2010-11-25,1,5
2010-11-26,1,6
2010-11-27,0,7
2010-11-28,0,1
2010-11-29,1,2
2010-11-30,1,3
2010-12-01,1,4
2010-12-02,1,5
2010-12-03,1,6
2010-12-04,0,7
2010-12-05,0,1
2010-12-06,1,2
2010-12-07,1,3
2010-12-08,1,4
2010-12-09,1,5
2010-12-10,1,6
2010-12-11,0,7
2010-12-12,0,1
2010-12-13,1,2
2010-12-14,1,3
2010-12-15,1,4
2010-12-16,1,5
2010-12-17,1,6
2010-12-18,0,7
2010-12-19,0,1
2010-12-20,1,2
2010-12-21,1,3
2010-12-22,1,4
2010-12-23,1,5
2010-12-24,1,6
2010-12-25,0,7
2010-12-26,0,1
2010-12-27,1,2
2010-12-28,1,3
2010-12-29,1,4
2010-12-30,1,5
2010-12-31,1,6
