trade_date,trade_status,day_week
2018-12-11,1,3
2018-12-12,1,4
2018-12-13,1,5
2018-12-14,1,6
2018-12-15,0,7
2018-12-16,0,1
2018-12-17,1,2
2018-12-18,1,3
2018-12-19,1,4
2018-12-20,1,5
2018-12-21,1,6
2018-12-22,0,7
2018-12-23,0,1
2018-12-24,1,2
2018-12-25,1,3
2018-12-26,1,4
2018-12-27,1,5
2018-12-28,1,6
2018-12-29,0,7
2018-12-30,0,1
2018-12-31,0,2
